-0.298004150390625;6.48549698362569;-9.0728759765625E-05;-0.29766845703125;1;1;0.00313442087499425;-0.00352863953914494;100 µA
-0.2960205078125;6.58467898337528;-8.9813232421875E-05;-0.295684814453125;1;2;0.00313442087499425;-0.00352863953914494;100 µA
-0.294036865234375;6.68386098312487;-8.892822265625E-05;-0.293670654296875;1;3;0.00313442087499425;-0.00352863953914494;100 µA
-0.29205322265625;6.78304298287446;-8.8104248046875E-05;-0.291748046875;1;4;0.00313442087499425;-0.00352863953914494;100 µA
-0.290069580078125;6.88222498262405;-8.72802734375E-05;-0.289764404296875;1;5;0.00313442087499425;-0.00352863953914494;100 µA
-0.2880859375;6.98140698237364;-8.648681640625E-05;-0.28778076171875;1;6;0.00313442087499425;-0.00352863953914494;100 µA
-0.286102294921875;7.08058898212323;-8.5723876953125E-05;-0.285736083984375;1;7;0.00313442087499425;-0.00352863953914494;100 µA
-0.28411865234375;7.17977098187282;-8.49609375E-05;-0.28375244140625;1;8;0.00313442087499425;-0.00352863953914494;100 µA
-0.282135009765625;7.27895298162241;-8.4259033203125E-05;-0.281829833984375;1;9;0.00313442087499425;-0.00352863953914494;100 µA
-0.2801513671875;7.378134981372;-8.3526611328125E-05;-0.27984619140625;1;10;0.00313442087499425;-0.00352863953914494;100 µA
-0.278167724609375;7.47731698112159;-8.282470703125E-05;-0.27783203125;1;11;0.00313442087499425;-0.00352863953914494;100 µA
-0.27618408203125;7.57649898087118;-8.21533203125E-05;-0.27581787109375;1;12;0.00313442087499425;-0.00352863953914494;100 µA
-0.274200439453125;7.67568098062077;-8.1512451171875E-05;-0.27392578125;1;13;0.00313442087499425;-0.00352863953914494;100 µA
-0.272216796875;7.77486298037036;-8.0841064453125E-05;-0.27197265625;1;14;0.00313442087499425;-0.00352863953914494;100 µA
-0.270233154296875;7.87404498011995;-8.02001953125E-05;-0.26995849609375;1;15;0.00313442087499425;-0.00352863953914494;100 µA
-0.26824951171875;7.97322697986954;-7.958984375E-05;-0.2679443359375;1;16;0.00313442087499425;-0.00352863953914494;100 µA
-0.266265869140625;8.07240897961913;-7.89794921875E-05;-0.26593017578125;1;17;0.00313442087499425;-0.00352863953914494;100 µA
-0.2642822265625;8.17159097936872;-7.8369140625E-05;-0.26397705078125;1;18;0.00313442087499425;-0.00352863953914494;100 µA
-0.262298583984375;8.27077297911831;-7.781982421875E-05;-0.262054443359375;1;19;0.00313442087499425;-0.00352863953914494;100 µA
-0.26031494140625;8.3699549788679;-7.720947265625E-05;-0.260009765625;1;20;0.00313442087499425;-0.00352863953914494;100 µA
-0.258331298828125;8.46913697861748;-7.666015625E-05;-0.258056640625;1;21;0.00313442087499425;-0.00352863953914494;100 µA
-0.25634765625;8.56831897836707;-7.611083984375E-05;-0.25604248046875;1;22;0.00313442087499425;-0.00352863953914494;100 µA
-0.254364013671875;8.66750097811666;-7.55615234375E-05;-0.254058837890625;1;23;0.00313442087499425;-0.00352863953914494;100 µA
-0.25238037109375;8.76668297786625;-7.5042724609375E-05;-0.252105712890625;1;24;0.00313442087499425;-0.00352863953914494;100 µA
-0.250396728515625;8.86586497761584;-7.4554443359375E-05;-0.250091552734375;1;25;0.00313442087499425;-0.00352863953914494;100 µA
-0.2484130859375;8.96504697736543;-7.4005126953125E-05;-0.248077392578125;1;26;0.00313442087499425;-0.00352863953914494;100 µA
-0.246429443359375;9.06422897711502;-7.3516845703125E-05;-0.246124267578125;1;27;0.00313442087499425;-0.00352863953914494;100 µA
-0.24444580078125;9.16341097686461;-7.3028564453125E-05;-0.244049072265625;1;28;0.00313442087499425;-0.00352863953914494;100 µA
-0.242462158203125;9.2625929766142;-7.2509765625E-05;-0.24212646484375;1;29;0.00313442087499425;-0.00352863953914494;100 µA
-0.240478515625;9.36177497636379;-7.2052001953125E-05;-0.2401123046875;1;30;0.00313442087499425;-0.00352863953914494;100 µA
-0.238494873046875;9.46095697611338;-7.1563720703125E-05;-0.238189697265625;1;31;0.00313442087499425;-0.00352863953914494;100 µA
-0.23651123046875;9.56013897586297;-7.1136474609375E-05;-0.236236572265625;1;32;0.00313442087499425;-0.00352863953914494;100 µA
-0.234527587890625;9.65932097561256;-7.06787109375E-05;-0.23419189453125;1;33;0.00313442087499425;-0.00352863953914494;100 µA
-0.2325439453125;9.75850297536215;-7.0220947265625E-05;-0.232177734375;1;34;0.00313442087499425;-0.00352863953914494;100 µA
-0.230560302734375;9.85768497511174;-6.9793701171875E-05;-0.230255126953125;1;35;0.00313442087499425;-0.00352863953914494;100 µA
-0.22857666015625;9.95686697486133;-6.93359375E-05;-0.228240966796875;1;36;0.00313442087499425;-0.00352863953914494;100 µA
-0.226593017578125;10.0560489746109;-6.890869140625E-05;-0.2261962890625;1;37;0.00313442087499425;-0.00352863953914494;100 µA
-0.224609375;10.1552309743605;-6.8511962890625E-05;-0.22418212890625;1;38;0.00313442087499425;-0.00352863953914494;100 µA
-0.222625732421875;10.2544129741101;-6.8084716796875E-05;-0.222320556640625;1;39;0.00313442087499425;-0.00352863953914494;100 µA
-0.22064208984375;10.3535949738597;-6.768798828125E-05;-0.22027587890625;1;40;0.00313442087499425;-0.00352863953914494;100 µA
-0.218658447265625;10.4527769736093;-6.7291259765625E-05;-0.2183837890625;1;41;0.00313442087499425;-0.00352863953914494;100 µA
-0.2166748046875;10.5519589733589;-6.689453125E-05;-0.216400146484375;1;42;0.00313442087499425;-0.00352863953914494;100 µA
-0.214691162109375;10.6511409731085;-6.6497802734375E-05;-0.21435546875;1;43;0.00313442087499425;-0.00352863953914494;100 µA
